srx_accession,entrez_id,file_path,obs_count,lib_prep,tech_10x,cell_prep,organism,tissue,tissue_ontology_term_id,disease,disease_ontology_term_id,perturbation,cell_line,antibody_derived_tag,czi_collection_id,czi_collection_name,is_lung,study_accession
SRX9127143,11882848,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9127143.h5ad,4272,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung (EpCAM+ epithelial cells),UBERON:0000115,idiopathic pulmonary fibrosis (IPF),MONDO:0800504,none reported,not applicable,no,,,True,PRJNA663601
SRX9718439,12709087,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9718439.h5ad,15613,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung organoids (alveolar and airway),"UBERON:0002299,UBERON:0004802",,,,RUES2,no,,,True,PRJNA687221
SRX9127133,11882838,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9127133.h5ad,2042,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,"lung (lineage-negative, EpCAM+ epithelial cells)",UBERON:0000115,healthy donor,,none reported,not_applicable,no,,,True,PRJNA663601
SRX10048381,13175957,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX10048381.h5ad,13604,10x_Genomics,3_prime_gex,single_nucleus,Homo sapiens,lung (autopsy),UBERON:0002048,control (non-COVID),,none reported,not applicable,no,,,True,PRJNA669824
SRX9127135,11882840,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9127135.h5ad,2160,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung Lin- EpCAM+ epithelial cells,UBERON:0000115,none (healthy donor),,none,none,no,,,True,PRJNA663601
SRX10048393,13175969,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX10048393.h5ad,1535,10x_Genomics,3_prime_gex,unsure,Homo sapiens,lung (autopsy),UBERON:0002048,COVID-19 (lethal cases),MONDO:0100096,none specified,not applicable,no,,,True,PRJNA669824
SRX9768481,12771219,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9768481.h5ad,192,10x_Genomics,5_prime_gex,single_cell,Homo sapiens,Tumor-infiltrating regulatory T cells from NSCLC tumors (lung tumor); paired blood,UBERON:0002048,Non-small cell lung cancer (NSCLC),MONDO:0005233,none reported,none,no,,,True,PRJNA689219
SRX10100447,13228023,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX10100447.h5ad,15055,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,primary human bronchial epithelial cells,UBERON:0002031,SARS-CoV-2 infection,MONDO:0100096,"co-culture with SARS-CoV-2, 2 days post-infection",differentiated primary human bronchial epithelial cells,no,2a79d190-a41e-4408-88c8-ac5c4d03c0fc,Single-cell longitudinal analysis of SARS-CoV-2 infection in human bronchial epithelial cells,True,PRJNA701930
SRX9863287,12910748,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9863287.h5ad,6013,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,airway epithelial organoids,UBERON:0002107,none (healthy organoids),,"mock or rhinovirus A1 (RV1A) infection, 5 days post-infection",primary human airway epithelial organoid culture,no,,,True,PRJNA692726
SRX9768485,12771223,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9768485.h5ad,1221,10x_Genomics,5_prime_gex,single_cell,Homo sapiens,"lung tumor, peripheral blood","UBERON:0002048,UBERON:0000178",non-small cell lung cancer (NSCLC),MONDO:0005233,none reported,none,no,,,True,PRJNA689219
SRX10048388,13175964,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX10048388.h5ad,12093,10x_Genomics,3_prime_gex,single_nucleus,Homo sapiens,lung (autopsy),UBERON:0002048,non-COVID control,,none,none,no,,,True,PRJNA669824
SRX10048395,13175971,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX10048395.h5ad,8876,10x_Genomics,3_prime_gex,unsure,Homo sapiens,"lung (autopsy, endothelial-enriched pulmonary vasculature and non-vascular cells)",UBERON:0002048,COVID-19 (lethal cases),MONDO:0100096,none reported,not_applicable,no,,,True,PRJNA669824
SRX10075291,13202867,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX10075291.h5ad,8557,10x_Genomics,5_prime_gex,single_cell,Homo sapiens,airway epithelium (3D human airway epithelial cultures),UBERON:0004802,none (control),,PBS (control),basal-like human airway progenitor cells,maybe,,,True,PRJNA701396
SRX9461573,12358922,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9461573.h5ad,5012,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,"airway epithelium (primary human airway basal stem cells, hABSC, cultured at air–liquid interface)",UBERON:0004802,healthy (nonsmoker),,mock control (no SARS-CoV-2 or cigarette smoke exposure),primary cells (not immortalized cell line),no,cdfb9ead-cb58-4a53-879d-5e4ed5329e73,Direct Exposure to SARS-CoV-2 and Cigarette Smoke Increases Infection Severity and Alters the Stem Cell-Derived Airway Repair Response,True,PRJNA675538
SRX10048396,13175972,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX10048396.h5ad,3396,10x_Genomics,3_prime_gex,single_nucleus,Homo sapiens,lung (autopsy),UBERON:0002048,COVID-19,MONDO:0100096,none reported,not applicable,no,,,True,PRJNA669824
SRX10100446,13228022,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX10100446.h5ad,11783,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,bronchial epithelial cells,UBERON:0002031,SARS-CoV-2 infection,MONDO:0100096,"SARS-CoV-2 infection, 1 day post-infection",none,no,2a79d190-a41e-4408-88c8-ac5c4d03c0fc,Single-cell longitudinal analysis of SARS-CoV-2 infection in human bronchial epithelial cells,True,PRJNA701930
SRX9127139,11882844,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9127139.h5ad,4020,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,"lung epithelial cells (Lin- EpCAM+), lung","UBERON:0000115,UBERON:0002048","idiopathic pulmonary fibrosis (IPF), healthy control",MONDO:0800504,none recorded,none,no,,,True,PRJNA663601
SRX10048379,13175955,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX10048379.h5ad,15184,10x_Genomics,3_prime_gex,single_nucleus,Homo sapiens,lung (autopsy),UBERON:0002048,idiopathic pulmonary fibrosis (IPF),MONDO:0800504,none,none,no,,,True,PRJNA669824
SRX10008476,13135890,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX10008476.h5ad,2326,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung (CD90+ cells from lung explant),UBERON:0002048,idiopathic pulmonary fibrosis (IPF),MONDO:0800504,none reported,none; primary cells,no,,,True,PRJNA699012
SRX9768483,12771221,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9768483.h5ad,4608,10x_Genomics,5_prime_gex,single_cell,Homo sapiens,"Tumor (non-small cell lung cancer), peripheral blood",UBERON:0000178,Non-small cell lung cancer,MONDO:0005233,none reported,none,no,,,True,PRJNA689219
SRX9127134,11882839,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9127134.h5ad,6858,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,"lung epithelial cells (Lin- EpCAM+), healthy donor",UBERON:0000115,none (healthy),,none reported,not_applicable,no,,,True,PRJNA663601
SRX10048375,13175951,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX10048375.h5ad,11687,10x_Genomics,3_prime_gex,single_nucleus,Homo sapiens,lung,UBERON:0002048,idiopathic pulmonary fibrosis (IPF),MONDO:0800504,none reported,none,no,,,True,PRJNA669824
SRX10100445,13228021,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX10100445.h5ad,22687,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,bronchial epithelial cells,UBERON:0002031,none (mock infection),,mock infection,primary human bronchial epithelial cells,no,2a79d190-a41e-4408-88c8-ac5c4d03c0fc,Single-cell longitudinal analysis of SARS-CoV-2 infection in human bronchial epithelial cells,True,PRJNA701930
SRX9474645,12381889,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9474645.h5ad,8732,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,hESC-derived lung organoid,UBERON:0002048,none,,5α-reductase inhibitor (antiandrogenic drug),H9,no,,,True,PRJNA677825
SRX10048384,13175960,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX10048384.h5ad,7790,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,control (non-COVID-19),,none,none,no,,,True,PRJNA669824
SRX9849883,12897059,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9849883.h5ad,8955,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung (primary pulmonary endothelial cells),UBERON:0013479,healthy (control),,none reported,not applicable (primary cells),no,,,True,PRJNA692173
SRX9127140,11882845,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9127140.h5ad,2077,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung epithelial cells (Lin- EpCAM+ sorted cells),UBERON:0000115,idiopathic pulmonary fibrosis (IPF) and healthy controls,MONDO:0800504,none reported,not applicable,no,,,True,PRJNA663601
SRX10048373,13175949,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX10048373.h5ad,13251,10x_Genomics,3_prime_gex,single_nucleus,Homo sapiens,"lung (pulmonary vasculature, autopsy)",UBERON:0000102,"COVID-19, idiopathic pulmonary fibrosis (IPF)",MONDO:0100096,none reported,none,no,,,True,PRJNA669824
SRX10048377,13175953,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX10048377.h5ad,16804,10x_Genomics,3_prime_gex,single_nucleus,Homo sapiens,"lung (vascular fraction, autopsy)",UBERON:0000102,healthy control (study includes COVID-19 and idiopathic pulmonary fibrosis),,none reported,none,no,,,True,PRJNA669824
SRX9461575,12358924,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9461575.h5ad,3794,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,"airway basal stem cells (hABSC), air-liquid interface culture",UBERON:0004802,none specified,,cigarette smoke exposure (4 days),primary human airway basal stem cells,no,cdfb9ead-cb58-4a53-879d-5e4ed5329e73,Direct Exposure to SARS-CoV-2 and Cigarette Smoke Increases Infection Severity and Alters the Stem Cell-Derived Airway Repair Response,True,PRJNA675538
SRX9495614,12410789,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9495614.h5ad,6292,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung (A549 cell line),UBERON:0004821,adenocarcinoma,MONDO:0004970,none reported,A549,no,,,True,PRJNA677962
SRX9127136,11882841,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9127136.h5ad,926,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,"lung epithelial cells (Lin–EpCAM+), lung","UBERON:0000115,UBERON:0002048",none (healthy),,none,none,no,,,True,PRJNA663601
SRX9670792,12638554,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9670792.h5ad,6230,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,hESC-derived lung cells,UBERON:0002048,none,,co-culture with M2 macrophages,RUES2,no,,,True,PRJNA684305
SRX10075292,13202868,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX10075292.h5ad,8506,10x_Genomics,5_prime_gex,single_cell,Homo sapiens,"Pseudostratified human airway epithelial cultures (from hTert-immortalized basal-like airway progenitor cells, Bci-NS1.1)",UBERON:0010499,none specified (normal cultures),,"HTO barcoding, apical PBS wash, TrpLE dissociation, Pluronic supplementation",Bci-NS1.1,maybe,,,True,PRJNA701396
SRX10048391,13175967,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX10048391.h5ad,23078,10x_Genomics,3_prime_gex,single_nucleus,Homo sapiens,lung,UBERON:0002048,COVID-19,MONDO:0100096,none reported,not_applicable,no,,,True,PRJNA669824
SRX9768487,12771225,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9768487.h5ad,340,10x_Genomics,5_prime_gex,single_cell,Homo sapiens,tumor-infiltrating regulatory T cells from non-small cell lung carcinoma,UBERON:0002048,non-small cell lung carcinoma,MONDO:0005233,none reported,not_applicable,no,,,True,PRJNA689219
SRX10048376,13175952,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX10048376.h5ad,4849,10x_Genomics,3_prime_gex,single_nucleus,Homo sapiens,lung,UBERON:0002048,idiopathic pulmonary fibrosis (IPF),MONDO:0800504,none reported,not_applicable,no,,,True,PRJNA669824
SRX9127144,11882849,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9127144.h5ad,4205,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,idiopathic pulmonary fibrosis (IPF),MONDO:0800504,none reported,none,no,,,True,PRJNA663601
SRX9495610,12410785,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9495610.h5ad,12650,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,A549 lung adenocarcinoma cell line,,lung adenocarcinoma,MONDO:0005061,none reported,A549,no,,,True,PRJNA677962
SRX9127141,11882846,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9127141.h5ad,4382,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,"lung epithelial cells (EpCAM+), from IPF patients and healthy donors",UBERON:0000115,"idiopathic pulmonary fibrosis (IPF), healthy",MONDO:0800504,none reported,none,no,,,True,PRJNA663601
SRX10048385,13175961,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX10048385.h5ad,12369,10x_Genomics,3_prime_gex,single_nucleus,Homo sapiens,lung,UBERON:0002048,idiopathic pulmonary fibrosis (IPF),MONDO:0800504,none reported,none,no,,,True,PRJNA669824
SRX27113453,36591428,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX27113453.h5ad,5961,10x_Genomics,5_prime_gex,single_nucleus,Homo sapiens,lung (distal basal segment of right lower lobe),UBERON:8600017,idiopathic pulmonary fibrosis (IPF),MONDO:0800504,none reported,not applicable,no,,,True,PRJNA1172658
SRX27113469,36591444,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX27113469.h5ad,6975,10x_Genomics,5_prime_gex,single_nucleus,Homo sapiens,"distal lung (right lower lobe, basal segment)",UBERON:0008870,healthy control,,none,not_applicable,no,,,True,PRJNA1172658
SRX27113470,36591445,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX27113470.h5ad,4191,10x_Genomics,5_prime_gex,single_nucleus,Homo sapiens,distal right lower lung lobe,UBERON:0002171,healthy (control); study relates to idiopathic pulmonary fibrosis,,none reported,none,no,,,True,PRJNA1172658
SRX27113473,36591448,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX27113473.h5ad,5948,10x_Genomics,5_prime_gex,single_nucleus,Homo sapiens,"lung (basal right lower lobe, frozen)",UBERON:0012059,none (healthy control),,none reported,not applicable,no,,,True,PRJNA1172658
SRX27113459,36591434,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX27113459.h5ad,7677,10x_Genomics,5_prime_gex,single_nucleus,Homo sapiens,"lung (distal lung, basal segments of right lower lobe)","UBERON:0008874,UBERON:8600017",idiopathic pulmonary fibrosis (IPF),MONDO:0800504,none reported,none,no,,,True,PRJNA1172658
SRX27113451,36591426,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX27113451.h5ad,5835,10x_Genomics,5_prime_gex,single_nucleus,Homo sapiens,"lung (distal fibrotic region, right lower lobe)",UBERON:0002171,idiopathic pulmonary fibrosis (IPF),MONDO:0800504,none,not_applicable,no,,,True,PRJNA1172658
SRX27113465,36591440,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX27113465.h5ad,4325,10x_Genomics,5_prime_gex,single_nucleus,Homo sapiens,"lung (distal, right lower lobe)",UBERON:0002171,idiopathic pulmonary fibrosis (IPF),MONDO:0800504,none reported,not applicable,no,,,True,PRJNA1172658
SRX27113457,36591432,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX27113457.h5ad,4401,10x_Genomics,5_prime_gex,single_nucleus,Homo sapiens,distal lung (basal segments of right lower lobe),UBERON:8600017,idiopathic pulmonary fibrosis (IPF),MONDO:0800504,none reported,not_applicable,no,,,True,PRJNA1172658
SRX27113475,36591450,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX27113475.h5ad,6622,10x_Genomics,5_prime_gex,single_nucleus,Homo sapiens,"lung, distal basal segments of right lower lobe","UBERON:0002048,UBERON:0005679",healthy control (no pulmonary fibrosis),,none,none,no,,,True,PRJNA1172658
SRX27113449,36591424,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX27113449.h5ad,4785,10x_Genomics,5_prime_gex,single_nucleus,Homo sapiens,distal lung (basal segments of right lower lobes),UBERON:8600017,idiopathic pulmonary fibrosis (IPF),MONDO:0800504,none reported,not applicable,no,,,True,PRJNA1172658
SRX27113462,36591437,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX27113462.h5ad,5213,10x_Genomics,5_prime_gex,single_nucleus,Homo sapiens,distal lung (right lower lobe basal segments),UBERON:0004861,idiopathic pulmonary fibrosis (IPF),MONDO:0800504,none,none,no,,,True,PRJNA1172658
SRX27113460,36591435,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX27113460.h5ad,7055,10x_Genomics,5_prime_gex,single_nucleus,Homo sapiens,"lung (distal lung, basal segments of right lower lobe)","UBERON:0002299,UBERON:0005679",idiopathic pulmonary fibrosis (IPF),MONDO:0800504,none,none,no,,,True,PRJNA1172658
SRX27113476,36591451,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX27113476.h5ad,6452,10x_Genomics,5_prime_gex,single_nucleus,Homo sapiens,right lower lung lobe,UBERON:0002171,none (healthy lung),,none reported,not applicable,no,,,True,PRJNA1172658
SRX27113467,36591442,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX27113467.h5ad,9369,10x_Genomics,5_prime_gex,single_nucleus,Homo sapiens,distal lung (basal segments of right lower lobes),UBERON:0008870,"idiopathic pulmonary fibrosis (IPF), healthy control",MONDO:0800504,none,none,no,,,True,PRJNA1172658
SRX27113455,36591430,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX27113455.h5ad,7373,10x_Genomics,5_prime_gex,single_nucleus,Homo sapiens,right lower lung lobe,UBERON:0002171,none specified,,none specified,none specified,no,,,True,PRJNA1172658
SRX27995674,37678084,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX27995674.h5ad,200,10x_Genomics,other,single_cell,Homo sapiens,lung tissue,UBERON:0002048,lung cancer,MONDO:0008903,none,none,no,,,True,PRJNA1202516
SRX27113463,36591438,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX27113463.h5ad,3449,10x_Genomics,5_prime_gex,single_nucleus,Homo sapiens,"lung (distal lung, right lower lobe, fibrotic regions)","UBERON:0008874,UBERON:0002171",idiopathic pulmonary fibrosis (IPF),MONDO:0800504,none (native tissue),not_applicable,no,,,True,PRJNA1172658
SRX9816697,12858144,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9816697.h5ad,7266,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung (3D alveolar epithelial organoid),UBERON:0004821,not specified,,not specified,SV40 large T antigen–transduced alveolar epithelial cell line,no,,,True,PRJNA691041
SRX9816696,12858143,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9816696.h5ad,4330,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung (alveolar epithelial cells),UBERON:0004821,none (normal donor lung),,ROCK inhibitor (Y-27632); SV40 large T antigen transduction,AEC-ON,no,,,True,PRJNA691041
SRX10048390,13175966,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX10048390.h5ad,12218,10x_Genomics,3_prime_gex,single_nucleus,Homo sapiens,lung,UBERON:0002048,"non-COVID control (study includes COVID-19, IPF, and healthy controls)",,none specified,none,no,,,True,PRJNA669824
SRX9849885,12897061,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9849885.h5ad,4962,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung (whole-lung dissociates and primary pulmonary microvascular cells),UBERON:0002048,none (control),,none reported,not_applicable,no,,,True,PRJNA692173
SRX10048397,13175973,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX10048397.h5ad,2298,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,"COVID-19, ARDS, lethal infection",MONDO:0100096,none reported,none reported,no,,,True,PRJNA669824
SRX9461574,12358923,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9461574.h5ad,13667,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,bronchial airway epithelial cells (ALI culture),UBERON:0002031,none (mock infection),,cigarette smoke exposure; SARS-CoV-2 infection,primary human nonsmoker airway basal stem cells,no,cdfb9ead-cb58-4a53-879d-5e4ed5329e73,Direct Exposure to SARS-CoV-2 and Cigarette Smoke Increases Infection Severity and Alters the Stem Cell-Derived Airway Repair Response,True,PRJNA675538
SRX10048389,13175965,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX10048389.h5ad,10008,10x_Genomics,3_prime_gex,single_nucleus,Homo sapiens,lung,UBERON:0002048,COVID-19,MONDO:0100096,none reported,not_applicable,no,,,True,PRJNA669824
SRX9058158,11769234,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9058158.h5ad,3654,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,bronchoalveolar lavage fluid,,"COVID-19 (severe, fatal outcome)",MONDO:0100096,none specified,not applicable,no,,,True,PRJNA661032
SRX9058160,11769236,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9058160.h5ad,4347,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,bronchoalveolar lavage fluid,UBERON:0035963,COVID-19 (severe),MONDO:0100096,none specified,none,no,,,True,PRJNA661032
SRX9078406,11797542,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9078406.h5ad,1880,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,tracheal/bronchial epithelial cells,"UBERON:0001901,UBERON:0002031",SARS-CoV-2 infection,MONDO:0100096,Remdesivir treatment,primary normal human tracheal/bronchial epithelial cells,no,,,True,PRJNA661567
SRX9276327,12104799,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9276327.h5ad,2315,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,healthy,,none,none,no,,,True,PRJNA668609
SRX9276336,12104808,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9276336.h5ad,4175,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,idiopathic pulmonary fibrosis (IPF),MONDO:0800504,none reported,none reported,no,,,True,PRJNA668609
SRX9058157,11769233,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9058157.h5ad,8288,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,"bronchoalveolar lavage fluid, peripheral blood",UBERON:0000178,COVID-19,MONDO:0100096,none specified,none,no,,,True,PRJNA661032
SRX9058187,11769263,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9058187.h5ad,3137,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,"bronchoalveolar lavage fluid, peripheral blood mononuclear cells","UBERON:0035963,UBERON:0000178","COVID-19 (severe/fatal), healthy controls",MONDO:0100096,none reported,none,no,,,True,PRJNA661032
SRX9246202,12063429,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX9246202.h5ad,15930,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung (primary basal cells),UBERON:0002031,cystic fibrosis,MONDO:0009061,none/untreated,none (primary cells),no,,,True,PRJNA667491
SRX8953167,11637889,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX8953167.h5ad,4461,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung (upper lobe),UBERON:0008948,idiopathic pulmonary fibrosis (IPF),MONDO:0800504,none reported,none,no,,,True,PRJNA657422
