srxAccession,studyAccession,diseaseRaw,diseaseOntologyTermId,diseaseName,tissueRaw,tissueOntologyRaw,cellLineRaw,diseaseArea,diseaseAreaSource,diseased,isBiologicalControl,controlType,isExperimentalComparator,eligible,excludeReason
SRX27113470,PRJNA1172658,healthy (control); study relates to idiopathic pulmonary fibrosis,,,distal right lower lung lobe,UBERON:0002171,none,IPF / Pulmonary Fibrosis,disease_text,,False,,False,True,
SRX27113472,PRJNA1172658,none/healthy,,,lung (basal segments of right lower lobes),UBERON:8600017,none,IPF / Pulmonary Fibrosis,study_consensus,False,True,healthy,False,True,
SRX27113473,PRJNA1172658,none (healthy control),,,"lung (basal right lower lobe, frozen)",UBERON:0012059,not applicable,IPF / Pulmonary Fibrosis,study_consensus,False,True,healthy,False,True,
SRX27113474,PRJNA1172658,none (healthy control),,,lung (distal basal segment),UBERON:8600017,none,IPF / Pulmonary Fibrosis,study_consensus,False,True,healthy,False,True,
SRX27113475,PRJNA1172658,healthy control (no pulmonary fibrosis),,,"lung, distal basal segments of right lower lobe","UBERON:0002048,UBERON:0005679",none,IPF / Pulmonary Fibrosis,disease_text,,False,,False,True,
SRX27113476,PRJNA1172658,none (healthy lung),,,right lower lung lobe,UBERON:0002171,not applicable,IPF / Pulmonary Fibrosis,study_consensus,False,True,healthy,False,True,
SRX27113477,PRJNA1172658,none (healthy control),,,distal lung,UBERON:0002299,not applicable,IPF / Pulmonary Fibrosis,study_consensus,False,True,healthy,False,True,
SRX27123183,PRJNA1200047,unsure,,,lung organoids,UBERON:0002048,iPSCs-derived lung organoids,Other,missing_ontology,,False,,False,False,excluded_sample_type
SRX27208868,PRJNA1204132,chronic lung allograft dysfunction (CLAD),MONDO:0015265,,lung,UBERON:0002048,T-cell (isolated from lung and hilar lymph nodes of patients),IPF / Pulmonary Fibrosis,study_consensus,,False,,False,True,
SRX27208875,PRJNA1204132,"chronic lung allograft dysfunction, idiopathic pulmonary fibrosis",MONDO:0015265,,lungs and hilar lymph nodes,"UBERON:0000170,UBERON:0039167",none,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX27208877,PRJNA1204132,chronic lung allograft dysfunction (CLAD),MONDO:0015265,,lung,UBERON:0002048,T-cell,IPF / Pulmonary Fibrosis,study_consensus,,False,,False,True,
SRX27291550,PRJNA1208088,Idiopathic Pulmonary Fibrosis (IPF) vs. control,MONDO:0800504,,lung,UBERON:0002048,unsure,IPF / Pulmonary Fibrosis,disease_text,False,True,explicitControl,False,True,
SRX27291551,PRJNA1208088,Idiopathic Pulmonary Fibrosis (IPF),MONDO:0800504,,lung,UBERON:0002048,none,IPF / Pulmonary Fibrosis,disease_text,False,True,explicitControl,False,True,
SRX27291552,PRJNA1208088,Idiopathic Pulmonary Fibrosis (control),MONDO:0800504,,Lung,UBERON:0002048,not_applicable,IPF / Pulmonary Fibrosis,disease_text,False,True,explicitControl,False,True,
SRX27291553,PRJNA1208088,Idiopathic Pulmonary Fibrosis (IPF),MONDO:0800504,,lung tissue from IPF patient samples and unused donor control lungs,"UBERON:0008870,UBERON:0002048",none,IPF / Pulmonary Fibrosis,disease_text,False,True,explicitControl,False,True,
SRX27291554,PRJNA1208088,Not applicable (sample is labeled as control),,,lung,UBERON:0002048,Not applicable,IPF / Pulmonary Fibrosis,study_consensus,False,True,explicitControl,False,True,
SRX27291555,PRJNA1208088,unsure,,,lung,UBERON:0002048,unsure,IPF / Pulmonary Fibrosis,study_consensus,False,True,explicitControl,False,True,
SRX27291556,PRJNA1208088,Idiopathic Pulmonary Fibrosis (IPF),MONDO:0800504,,Frozen tissue cores from IPF lungs following transplant and unused donor control lungs,"UBERON:0002048,UBERON:0002048",unsure,IPF / Pulmonary Fibrosis,disease_text,False,True,explicitControl,False,True,
SRX27291557,PRJNA1208088,control,,,lung,UBERON:0002048,unsure,IPF / Pulmonary Fibrosis,study_consensus,False,True,explicitControl,False,True,
SRX27291558,PRJNA1208088,Idiopathic Pulmonary Fibrosis,MONDO:0800504,,lung,UBERON:0002048,none,IPF / Pulmonary Fibrosis,disease_text,False,True,explicitControl,False,True,
SRX27291559,PRJNA1208088,Idiopathic Pulmonary Fibrosis (IPF),MONDO:0800504,,lung,UBERON:0002048,unsure,IPF / Pulmonary Fibrosis,disease_text,False,True,explicitControl,False,True,
SRX27291560,PRJNA1208088,Idiopathic Pulmonary Fibrosis (IPF),MONDO:0800504,,lung,UBERON:0002048,not_applicable,IPF / Pulmonary Fibrosis,disease_text,False,True,explicitControl,False,True,
SRX27291561,PRJNA1208088,control,,,lung,UBERON:0002048,unsure,IPF / Pulmonary Fibrosis,study_consensus,False,True,explicitControl,False,True,
SRX27291562,PRJNA1208088,Idiopathic Pulmonary Fibrosis (IPF),MONDO:0800504,,lung,UBERON:0002048,none,IPF / Pulmonary Fibrosis,disease_text,False,True,explicitControl,False,True,
SRX27291563,PRJNA1208088,Idiopathic Pulmonary Fibrosis (IPF),MONDO:0800504,,lung,UBERON:0002048,unsure,IPF / Pulmonary Fibrosis,disease_text,False,True,explicitControl,False,True,
SRX27291564,PRJNA1208088,Idiopathic Pulmonary Fibrosis (IPF),MONDO:0800504,,lung tissue,UBERON:0002048,Not applicable,IPF / Pulmonary Fibrosis,disease_text,False,True,explicitControl,False,True,
SRX27291565,PRJNA1208088,Idiopathic Pulmonary Fibrosis (IPF),MONDO:0800504,,lung,UBERON:0002048,none,IPF / Pulmonary Fibrosis,disease_text,False,True,explicitControl,False,True,
SRX27291566,PRJNA1208088,Idiopathic Pulmonary Fibrosis (IPF),MONDO:0800504,,Frozen lung tissue cores from IPF lungs (post-transplant) and unused donor control lungs,"UBERON:0002048,UBERON:0002048",none,IPF / Pulmonary Fibrosis,disease_text,False,True,explicitControl,False,True,
SRX27291567,PRJNA1208088,Idiopathic Pulmonary Fibrosis (IPF),MONDO:0800504,,lung,UBERON:0002048,unsure,IPF / Pulmonary Fibrosis,disease_text,False,True,explicitControl,False,True,
SRX27291568,PRJNA1208088,Idiopathic Pulmonary Fibrosis (IPF),MONDO:0800504,,lung tissue cores,UBERON:0002048,none,IPF / Pulmonary Fibrosis,disease_text,False,True,explicitControl,False,True,
SRX27291569,PRJNA1208088,Idiopathic Pulmonary Fibrosis (IPF),MONDO:0800504,,lung,UBERON:0002048,unsure,IPF / Pulmonary Fibrosis,disease_text,False,True,explicitControl,False,True,
SRX27291570,PRJNA1208088,Idiopathic Pulmonary Fibrosis (IPF),MONDO:0800504,,lung,UBERON:0002048,not_applicable,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX27291571,PRJNA1208088,Idiopathic Pulmonary Fibrosis (IPF),MONDO:0800504,,lung tissue cores,UBERON:0002048,not_applicable,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX27291572,PRJNA1208088,Idiopathic Pulmonary Fibrosis (IPF),MONDO:0800504,,lung tissue,UBERON:0002048,unsure,IPF / Pulmonary Fibrosis,disease_text,False,True,explicitControl,False,True,
SRX27291574,PRJNA1208088,Idiopathic Pulmonary Fibrosis (IPF),MONDO:0800504,,lung,UBERON:0002048,not_applicable,IPF / Pulmonary Fibrosis,disease_text,False,True,explicitControl,False,True,
SRX27291576,PRJNA1208088,control in study of Idiopathic Pulmonary Fibrosis (IPF),,,lung tissue,UBERON:0002048,not_applicable,IPF / Pulmonary Fibrosis,disease_text,False,True,explicitControl,False,True,
SRX27291578,PRJNA1208088,Idiopathic Pulmonary Fibrosis (IPF),MONDO:0800504,,lung tissue,UBERON:0002048,none,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX27291580,PRJNA1208088,Idiopathic Pulmonary Fibrosis (IPF),MONDO:0800504,,lung tissue cores,UBERON:0002048,none,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX27291582,PRJNA1208088,Idiopathic Pulmonary Fibrosis (IPF),MONDO:0800504,,lung,UBERON:0002048,unsure,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX27291584,PRJNA1208088,Idiopathic Pulmonary Fibrosis (IPF),MONDO:0800504,,lung,UBERON:0002048,none,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX27291587,PRJNA1208088,Idiopathic Pulmonary Fibrosis (IPF),MONDO:0800504,,lung,UBERON:0002048,none,IPF / Pulmonary Fibrosis,disease_text,False,True,explicitControl,False,True,
SRX27291588,PRJNA1208088,Idiopathic Pulmonary Fibrosis (IPF),MONDO:0800504,,lung tissue,UBERON:0002048,not_applicable,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX27291589,PRJNA1208088,Idiopathic Pulmonary Fibrosis (IPF),MONDO:0800504,,lung,UBERON:0002048,unsure,IPF / Pulmonary Fibrosis,disease_text,False,True,explicitControl,False,True,
SRX27291590,PRJNA1208088,Idiopathic Pulmonary Fibrosis (IPF),MONDO:0800504,,Lung tissue,UBERON:0002048,none,IPF / Pulmonary Fibrosis,disease_text,False,True,explicitControl,False,True,
SRX27291591,PRJNA1208088,Idiopathic Pulmonary Fibrosis (IPF),MONDO:0800504,,Lung tissue – frozen tissue cores from IPF lungs (post-transplant) and unused donor control lungs,UBERON:0002048,none,IPF / Pulmonary Fibrosis,disease_text,False,True,explicitControl,False,True,
SRX27291592,PRJNA1208088,Idiopathic Pulmonary Fibrosis (IPF),MONDO:0800504,,Lung tissue,UBERON:0002048,none,IPF / Pulmonary Fibrosis,disease_text,False,True,explicitControl,False,True,
SRX27291593,PRJNA1208088,control,,,lung,UBERON:0002048,none,IPF / Pulmonary Fibrosis,study_consensus,False,True,explicitControl,False,True,
SRX27291594,PRJNA1208088,Idiopathic Pulmonary Fibrosis,MONDO:0800504,,lung,UBERON:0002048,unsure,IPF / Pulmonary Fibrosis,disease_text,False,True,explicitControl,False,True,
SRX27291595,PRJNA1208088,Idiopathic Pulmonary Fibrosis (IPF),MONDO:0800504,,lung,UBERON:0002048,not_applicable,IPF / Pulmonary Fibrosis,disease_text,False,True,explicitControl,False,True,
SRX27291597,PRJNA1208088,control,,,lung,UBERON:0002048,not_applicable,IPF / Pulmonary Fibrosis,study_consensus,False,True,explicitControl,False,True,
SRX27291598,PRJNA1208088,Idiopathic Pulmonary Fibrosis (IPF),MONDO:0800504,,lung,UBERON:0002048,not_applicable,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX27291599,PRJNA1208088,Idiopathic Pulmonary Fibrosis (IPF),MONDO:0800504,,Lung tissue,UBERON:0002048,Not applicable,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX27291600,PRJNA1208088,Idiopathic Pulmonary Fibrosis,MONDO:0800504,,lung,UBERON:0002048,none,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX27291603,PRJNA1208088,Idiopathic Pulmonary Fibrosis (IPF),MONDO:0800504,,lung,UBERON:0002048,unsure,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX27291604,PRJNA1208088,IPF,MONDO:0800504,,lung,UBERON:0002048,unsure,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX27291605,PRJNA1208088,Idiopathic Pulmonary Fibrosis (IPF),MONDO:0800504,,lung,UBERON:0002048,unsure,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX27291607,PRJNA1208088,Idiopathic Pulmonary Fibrosis,MONDO:0800504,,lung tissue,UBERON:0002048,not_applicable,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX27291609,PRJNA1208088,Idiopathic Pulmonary Fibrosis (IPF),MONDO:0800504,,Lung tissue,UBERON:0002048,None,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX27291610,PRJNA1208088,Idiopathic Pulmonary Fibrosis (IPF),MONDO:0800504,,Lung tissue - frozen tissue cores from IPF lungs and unused donor control lungs,UBERON:0002048,Not provided,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX27291611,PRJNA1208088,Idiopathic Pulmonary Fibrosis (IPF),MONDO:0800504,,lung tissue,UBERON:0002048,not applicable,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX27291612,PRJNA1208088,Idiopathic Pulmonary Fibrosis (IPF),MONDO:0800504,,lung,UBERON:0002048,not_applicable,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX27291613,PRJNA1208088,Idiopathic Pulmonary Fibrosis (IPF),MONDO:0800504,,lung,UBERON:0002048,unsure,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX27291614,PRJNA1208088,Idiopathic Pulmonary Fibrosis (IPF),MONDO:0800504,,lung,UBERON:0002048,unsure,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX27291616,PRJNA1208088,Idiopathic Pulmonary Fibrosis (IPF),MONDO:0800504,,lung,UBERON:0002048,none,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX27291617,PRJNA1208088,IPF,MONDO:0800504,,lung,UBERON:0002048,unsure,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX27291619,PRJNA1208088,Idiopathic Pulmonary Fibrosis (IPF),MONDO:0800504,,Frozen tissue cores from IPF lungs and control lungs,"UBERON:0008870,UBERON:0002048",unsure,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX27291620,PRJNA1208088,Idiopathic Pulmonary Fibrosis (IPF),MONDO:0800504,,lung,UBERON:0002048,not_applicable,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX27291621,PRJNA1208088,Idiopathic Pulmonary Fibrosis,MONDO:0800504,,lung,UBERON:0002048,unsure,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX27291622,PRJNA1208088,IPF,MONDO:0800504,,lung,UBERON:0002048,unsure,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX27291623,PRJNA1208088,Idiopathic Pulmonary Fibrosis (IPF),MONDO:0800504,,lung,UBERON:0002048,none,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX27291624,PRJNA1208088,Idiopathic pulmonary fibrosis (IPF),MONDO:0800504,,Lung,UBERON:0002048,not_applicable,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX27313889,PRJNA1209070,lung cancer,MONDO:0008903,,lung cancer cell line,UBERON:0002048,NCI-H226,Lung Cancer,disease_text,True,False,,False,False,excluded_sample_type
SRX27358284,PRJNA1210996,unsure,,,human alveolar epithelial,UBERON:0004821,A549,Other,missing_ontology,,False,,False,False,excluded_sample_type
SRX27358285,PRJNA1210996,Influenza virus infection,MONDO:0005812,,lung,UBERON:0002048,A549,Other,missing_ontology,,False,,False,False,excluded_sample_type
SRX27358287,PRJNA1210996,Influenza infection context,MONDO:0005812,,Human alveolar epithelial cells (A549 cell line),UBERON:0008870,A549,Other,missing_ontology,,False,,False,False,excluded_sample_type
SRX27358288,PRJNA1210996,none,,,alveolar epithelial cells,UBERON:0004821,A549,Other,missing_ontology,False,True,healthy,False,False,excluded_sample_type
SRX27358291,PRJNA1210996,"infected with influenza A virus (strain A/Perth/16/2009, H3N2)",MONDO:0005812,,A549 cells (human alveolar epithelial cell line),UBERON:0004821,A549 cells,Other,missing_ontology,,False,,False,False,excluded_sample_type
SRX27358292,PRJNA1210996,Influenza infection,MONDO:0005812,,Human alveolar epithelial,UBERON:0004821,A549,Other,missing_ontology,,False,,False,False,excluded_sample_type
SRX27358294,PRJNA1210996,none,,,human alveolar epithelial,UBERON:0004821,A549,Other,missing_ontology,False,True,healthy,False,False,excluded_sample_type
SRX27995674,PRJNA1202516,lung cancer,MONDO:0008903,,lung tissue,UBERON:0002048,none,Lung Cancer,disease_text,True,False,,False,True,
SRX27995701,PRJNA1202516,"lung cancer, HER2 positive",MONDO:0008903,,lung,UBERON:0002048,none,Lung Cancer,disease_text,True,False,,False,True,
SRX27995730,PRJNA1202516,lung cancer,MONDO:0008903,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX27995731,PRJNA1202516,Lung Cancer,MONDO:0008903,,lung tumor biopsy,UBERON:0002048,not applicable,Lung Cancer,disease_text,True,False,,False,True,
SRX29072175,PRJNA1272602,non-small cell lung cancer (NSCLC),MONDO:0005233,,non-small cell lung cancer tumor,UBERON:0002048,none,Lung Cancer,disease_text,True,False,,True,True,
SRX29072176,PRJNA1272602,non-small cell lung carcinoma (NSCLC),MONDO:0005233,,non-small cell lung carcinoma (NSCLC) tumor,UBERON:0002048,none,Lung Cancer,disease_text,True,False,,False,True,
SRX29072177,PRJNA1272602,non-small cell lung cancer (NSCLC),MONDO:0005233,,NSCLC tumor (lung),UBERON:0002048,none (primary tumor cells),Lung Cancer,disease_text,True,False,,True,True,
SRX29072178,PRJNA1272602,non-small cell lung carcinoma (NSCLC),MONDO:0005233,,"lung tumor (NSCLC), tumor-infiltrating immune cells (myeloid, T cells, B cells)",UBERON:0002048,none,Lung Cancer,disease_text,True,False,,False,True,
SRX29072179,PRJNA1272602,non-small-cell lung carcinoma (NSCLC),MONDO:0005233,,non-small-cell lung carcinoma (NSCLC) tumor,UBERON:0002048,not_applicable,Lung Cancer,disease_text,True,False,,False,True,
SRX7347523,PRJNA554141,"none reported (healthy donors, smoking status)",,,tracheal epithelium,UBERON:0001901,none,Other,missing_ontology,False,True,healthy,False,True,
SRX7347524,PRJNA554141,"none (healthy donor, heavy smoker)",,,tracheal epithelium (airway epithelial cells),UBERON:0001901,none,Other,missing_ontology,False,True,healthy,False,True,
SRX7347525,PRJNA554141,"smoking status (heavy smoker, light smoker, never smoker, pediatric)",MONDO:0100460,,tracheal epithelium,UBERON:0001901,none,Other,missing_ontology,,False,,False,False,unmapped_disease
SRX8008854,PRJNA613670,none,,,lung,UBERON:0002048,CD45- single cells from healthy lung biopsies of 5 deceased patients from NDRI,Other,missing_ontology,False,True,healthy,False,True,
SRX8008855,PRJNA613670,no record of lung disease or smoking in donors,,,lung,UBERON:0002048,not specified,Other,missing_ontology,False,True,healthy,False,True,
SRX8288949,PRJNA631019,none (healthy donor),,,"lung (alveolar epithelial type 2 cells, AEC2s), fresh explant and 3D organoid co-culture",UBERON:0002048,none (primary cells),Other,missing_ontology,False,True,healthy,False,False,excluded_sample_type
SRX8349948,PRJNA633134,cystic fibrosis and control (healthy),MONDO:0009061,,"airway epithelium (bronchi, carina)",UBERON:0004802,none; primary cells,Cystic Fibrosis,disease_text,,False,,False,True,
SRX8349949,PRJNA633134,none (wild-type),,,airway epithelium,UBERON:0004802,none,Cystic Fibrosis,study_consensus,False,True,healthy,False,True,
SRX8349950,PRJNA633134,Wild-type (no cystic fibrosis mutation; control),,,Airway epithelium (bronchi and carina),UBERON:0004802,"Primary airway epithelial cells, FACS-sorted (DAPI–, CD45–, CD31–, CD326+) single cells",Cystic Fibrosis,disease_text,,False,,False,True,
SRX8349955,PRJNA633134,none reported (healthy),,,airway epithelium,UBERON:0004802,none,Cystic Fibrosis,study_consensus,False,True,healthy,False,True,
SRX8349956,PRJNA633134,Cystic fibrosis,MONDO:0009061,,Airway epithelium (bronchi and carina),"UBERON:0002031,UBERON:0008397","primary cells, not a cell line",Cystic Fibrosis,disease_text,True,False,,False,True,
SRX8349957,PRJNA633134,cystic fibrosis (CF) and healthy controls,MONDO:0009061,,"proximal airway epithelium (bronchi and carina), FACS-sorted CD326+ airway epithelial cells","UBERON:0002416,UBERON:0002416",none,Cystic Fibrosis,disease_text,,False,,False,True,
SRX8349958,PRJNA633134,cystic fibrosis (ΔF508/ΔF508 genotype),MONDO:0009061,,airway epithelium (bronchi and carina),UBERON:0004802,not_applicable,Cystic Fibrosis,disease_text,True,False,,False,True,
SRX8349959,PRJNA633134,cystic fibrosis (dF508/dF508),MONDO:0009061,,airway epithelium,UBERON:0004802,none,Cystic Fibrosis,disease_text,True,False,,False,True,
SRX8349960,PRJNA633134,"cystic fibrosis, control",MONDO:0009061,,"bronchi, carina epithelium (airway epithelial cells)","UBERON:0002185,UBERON:0001901",none; primary epithelial cells,Cystic Fibrosis,disease_text,,False,,False,True,
SRX8349961,PRJNA633134,cystic fibrosis (ΔF508/ΔF508 genotype),MONDO:0009061,,airway epithelium (bronchi and carina),"UBERON:0002031,UBERON:0001901",none (primary cells),Cystic Fibrosis,disease_text,True,False,,False,True,
SRX8349962,PRJNA633134,cystic fibrosis (genotype G542X/R785X),MONDO:0009061,,primary human airway epithelium (bronchi and carina),UBERON:0004802,primary airway epithelial cells (not immortalized),Cystic Fibrosis,disease_text,True,False,,False,True,
SRX8349963,PRJNA633134,Cystic fibrosis (dF508/dF508) and non-CF controls,MONDO:0009061,,Airway epithelium from bronchi and carina,"UBERON:0002031,UBERON:0001901",Primary cells; no immortalized cell line,Cystic Fibrosis,study_consensus,,False,,False,True,
SRX8349964,PRJNA633134,none (wild-type control; project studies cystic fibrosis but this sample is WT),,,airway epithelium,UBERON:0004802,not applicable (primary cells),Cystic Fibrosis,disease_text,,False,,False,True,
SRX8349966,PRJNA633134,cystic fibrosis (dF508/1078delT genotype),MONDO:0009061,,airway epithelium (bronchi and carina),UBERON:0004802,not applicable (primary cells),Cystic Fibrosis,disease_text,True,False,,False,True,
SRX8349967,PRJNA633134,cystic fibrosis (genotype ΔF508/R553X),MONDO:0009061,,airway epithelium (bronchi and carina),UBERON:0004802,primary cells (not an established line),Cystic Fibrosis,disease_text,True,False,,False,True,
SRX8349968,PRJNA633134,Cystic fibrosis and non-CF (control),MONDO:0009061,,Primary human bronchial and carinal airway epithelium (lung explants),"UBERON:0002031,UBERON:0001901",Not applicable (primary cells),Cystic Fibrosis,study_consensus,False,True,explicitControl,False,False,excluded_sample_type
SRX8349970,PRJNA633134,cystic fibrosis (F508del/1811+1.6kbA>G),MONDO:0009061,,bronchial epithelium (air-liquid interface culture),UBERON:0002031,primary human bronchial epithelial cells,Cystic Fibrosis,disease_text,True,False,,False,True,
SRX8349972,PRJNA633134,"none (wild-type, no cystic fibrosis mutation)",,,bronchial/airway epithelium,UBERON:0002031,primary human bronchial epithelial cells,Cystic Fibrosis,disease_text,,False,,False,True,
SRX8353567,PRJNA633281,none,,,RUES2-derived lung cells (in vitro differentiated lung cells),UBERON:0000115,RUES2,COVID-19 / SARS-CoV-2,study_consensus,False,True,healthy,False,False,excluded_sample_type
SRX8353568,PRJNA633281,SARS-CoV-2 (COVID-19) in vitro model,MONDO:0100096,,RUES2-derived lung cells co-cultured with M1 macrophages,UBERON:0008946,RUES2,COVID-19 / SARS-CoV-2,disease_text,True,False,,False,False,excluded_sample_type
SRX8353570,PRJNA633281,none specified,,,lung (RUES2-derived lung cells and M2 macrophages co-culture),UBERON:0002048,RUES2,COVID-19 / SARS-CoV-2,study_consensus,False,True,healthy,False,False,excluded_sample_type
SRX8353571,PRJNA633281,SARS-CoV-2 infection,MONDO:0100096,,RUES2-derived lung epithelial cells co-cultured with M2 macrophages,UBERON:0000115,RUES2,COVID-19 / SARS-CoV-2,disease_text,True,False,,False,False,excluded_sample_type
SRX8370852,PRJNA634136,EGFR-mutant lung adenocarcinoma,MONDO:0005061,,lung epithelium (PC9 cell line),UBERON:0000115,PC9,Lung Cancer,disease_text,True,False,,False,False,excluded_sample_type
SRX8370854,PRJNA634136,lung adenocarcinoma,MONDO:0005061,,PC9 lung adenocarcinoma cell line,UBERON:0004821,PC9,Lung Cancer,disease_text,True,False,,False,False,excluded_sample_type
SRX8370855,PRJNA634136,lung adenocarcinoma,MONDO:0005061,,lung cancer cell line (PC9),UBERON:0002048,PC9,Lung Cancer,disease_text,True,False,,False,False,excluded_sample_type
SRX8370856,PRJNA634136,EGFR-driven lung adenocarcinoma,MONDO:0005061,,lung adenocarcinoma (PC9 cell line),UBERON:0004821,PC9,Lung Cancer,disease_text,True,False,,False,False,excluded_sample_type
SRX8370857,PRJNA634136,lung adenocarcinoma,MONDO:0005061,,lung (PC9 cell line),UBERON:0000115,PC9,Lung Cancer,disease_text,True,False,,False,False,excluded_sample_type
SRX8370858,PRJNA634136,lung cancer (EGFR-mutant),MONDO:0008903,,PC9 lung cancer cell line,,PC9,Lung Cancer,disease_text,True,False,,False,False,excluded_sample_type
SRX8370860,PRJNA634136,lung adenocarcinoma,MONDO:0005061,,lung (PC9 cell line),UBERON:0002048,PC9,Lung Cancer,disease_text,True,False,,False,False,excluded_sample_type
SRX8370861,PRJNA634136,lung adenocarcinoma,MONDO:0005061,,PC9 cell line (lung adenocarcinoma),UBERON:0004821,PC9,Lung Cancer,disease_text,True,False,,False,False,excluded_sample_type
SRX8372491,PRJNA634159,non-small cell lung cancer (NSCLC),MONDO:0005233,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX8372494,PRJNA634159,non-small cell lung cancer (NSCLC),MONDO:0005233,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX8372495,PRJNA634159,non-small cell lung cancer (NSCLC),MONDO:0005233,,lung tumor,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX8372496,PRJNA634159,non-small cell lung cancer,MONDO:0005233,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX8953166,PRJNA657422,idiopathic pulmonary fibrosis (IPF),MONDO:0800504,,lung (lower lobe),UBERON:0008949,none,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX8953167,PRJNA657422,idiopathic pulmonary fibrosis (IPF),MONDO:0800504,,lung (upper lobe),UBERON:0008948,none,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX9058141,PRJNA661032,severe COVID-19,MONDO:0100096,,bronchoalveolar lavage fluid,UBERON:0035963,not applicable,COVID-19 / SARS-CoV-2,disease_text,True,False,,False,True,
SRX9058143,PRJNA661032,COVID-19,MONDO:0100096,,"bronchoalveolar lavage (BAL) fluid, peripheral blood mononuclear cells (PBMC)",UBERON:0035963,,COVID-19 / SARS-CoV-2,disease_text,False,True,healthy,False,False,non_lung
SRX9058146,PRJNA661032,COVID-19 (severe),MONDO:0100096,,"bronchoalveolar lavage fluid, peripheral blood","UBERON:0035963,UBERON:0000178",none,COVID-19 / SARS-CoV-2,disease_text,True,False,,False,False,non_lung
SRX9058149,PRJNA661032,COVID-19 (severe),MONDO:0100096,,bronchoalveolar lavage fluid,UBERON:0035963,not_applicable,COVID-19 / SARS-CoV-2,disease_text,True,False,,False,True,
SRX9058150,PRJNA661032,COVID-19 (severe),MONDO:0100096,,bronchoalveolar lavage fluid,,not_applicable,COVID-19 / SARS-CoV-2,disease_text,True,False,,False,True,
SRX9058151,PRJNA661032,COVID-19 (fatal cases),MONDO:0100096,,broncho-alveolar lavage (BAL) fluid,UBERON:0035963,none (primary patient cells),COVID-19 / SARS-CoV-2,disease_text,True,False,,False,True,
SRX9058152,PRJNA661032,severe COVID-19,MONDO:0100096,,bronchoalveolar lavage (BAL),,not_applicable,COVID-19 / SARS-CoV-2,disease_text,True,False,,False,True,
SRX9058153,PRJNA661032,COVID-19 (severe),MONDO:0100096,,bronchoalveolar lavage fluid,UBERON:0035963,none,COVID-19 / SARS-CoV-2,disease_text,True,False,,False,True,
SRX9058154,PRJNA661032,COVID-19,MONDO:0100096,,bronchoalveolar lavage fluid,,none,COVID-19 / SARS-CoV-2,disease_text,True,False,,False,True,
SRX9058155,PRJNA661032,"COVID-19, healthy control",MONDO:0100096,,"bronchoalveolar lavage fluid, peripheral blood","UBERON:0035963,UBERON:0000178",none,COVID-19 / SARS-CoV-2,disease_text,True,False,,False,False,non_lung
SRX9058156,PRJNA661032,severe COVID-19 (fatal outcome),MONDO:0100096,,bronchoalveolar lavage fluid (BAL),UBERON:0035963,not applicable,COVID-19 / SARS-CoV-2,disease_text,True,False,,False,True,
