run_id,algorithm,pair_index,author_label,algorithm_label,author_ontology_id,author_embedding_similarity,algorithm_ontology_id,algorithm_embedding_similarity,cytescore_similarity,similarity_method,pair_label,accession,table_filepath
run-8a6def93-0dba-4359-8129-16a5255b5297,algo1,722,B cell,Alveolar type II cells with lamellar body stress,CL:0000944,0.6115,CL:0002063,0.7103,0.1683,cytescore,B cellAlveolar type II cells with lamellar body stress,SRX9276293,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX9276293_cyteonto.csv
run-8a6def93-0dba-4359-8129-16a5255b5297,algo1,732,lung multiciliated epithelial cell,Alveolar macrophage/monocyte transitional,CL:1000271,0.7141,CL:4033077,0.6847,0.2508,cytescore,lung multiciliated epithelial cellAlveolar macrophage/monocyte transitional,SRX9276293,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX9276293_cyteonto.csv
run-8a6def93-0dba-4359-8129-16a5255b5297,algo1,752,"CD4-positive, alpha-beta T cell",Airway basal cell,CL:0000624,0.7178,CL:0002633,0.7041,0.0516,cytescore,"CD4-positive, alpha-beta T cellAirway basal cell",SRX9276293,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX9276293_cyteonto.csv
run-8a6def93-0dba-4359-8129-16a5255b5297,algo1,902,B cell,Alveolar macrophage/monocyte transitional,CL:0000944,0.6115,CL:4033077,0.6847,0.0815,cytescore,B cellAlveolar macrophage/monocyte transitional,SRX9276293,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX9276293_cyteonto.csv
run-8a6def93-0dba-4359-8129-16a5255b5297,algo1,912,capillary endothelial cell,Alveolar macrophage/monocyte transitional,CL:0002144,0.6626,CL:4033077,0.6847,0.0893,cytescore,capillary endothelial cellAlveolar macrophage/monocyte transitional,SRX9276293,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX9276293_cyteonto.csv
run-8a6def93-0dba-4359-8129-16a5255b5297,algo1,961,lung multiciliated epithelial cell,AT2-Club transitional cell,CL:1000271,0.7141,CL:1001319,0.5978,0.1511,cytescore,lung multiciliated epithelial cellAT2-Club transitional cell,SRX9276293,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX9276293_cyteonto.csv
run-8a6def93-0dba-4359-8129-16a5255b5297,algo1,967,plasma cell,Airway basal cell,CL:0000946,0.6519,CL:0002633,0.7041,0.0916,cytescore,plasma cellAirway basal cell,SRX9276293,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX9276293_cyteonto.csv
run-8a6def93-0dba-4359-8129-16a5255b5297,algo1,976,basal cell,Alveolar macrophage/monocyte transitional,CL:0000646,0.6481,CL:4033077,0.6847,0.1328,cytescore,basal cellAlveolar macrophage/monocyte transitional,SRX9276293,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX9276293_cyteonto.csv
run-8a6def93-0dba-4359-8129-16a5255b5297,algo1,1063,capillary endothelial cell,Mast cell/plasma cell doublet,CL:0002144,0.6626,CL:0002651,0.605,0.0681,cytescore,capillary endothelial cellMast cell/plasma cell doublet,SRX9276293,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX9276293_cyteonto.csv
run-8a6def93-0dba-4359-8129-16a5255b5297,algo1,1336,respiratory tract goblet cell,Alveolar macrophage/monocyte transitional,CL:0019003,0.7128,CL:4033077,0.6847,0.1641,cytescore,respiratory tract goblet cellAlveolar macrophage/monocyte transitional,SRX9276293,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX9276293_cyteonto.csv
run-8a6def93-0dba-4359-8129-16a5255b5297,algo1,1515,basal cell,Venous endothelial cell,CL:0000646,0.6481,CL:0002543,0.7108,0.0893,cytescore,basal cellVenous endothelial cell,SRX9276293,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX9276293_cyteonto.csv
run-8a6def93-0dba-4359-8129-16a5255b5297,algo1,1542,respiratory tract goblet cell,Venous endothelial cell,CL:0019003,0.7128,CL:0002543,0.7108,0.0585,cytescore,respiratory tract goblet cellVenous endothelial cell,SRX9276293,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX9276293_cyteonto.csv
run-8a6def93-0dba-4359-8129-16a5255b5297,algo1,1629,respiratory tract goblet cell,Alveolar type II cells with lamellar body stress,CL:0019003,0.7128,CL:0002063,0.7103,0.1816,cytescore,respiratory tract goblet cellAlveolar type II cells with lamellar body stress,SRX9276293,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX9276293_cyteonto.csv
run-8a6def93-0dba-4359-8129-16a5255b5297,algo1,1697,lung multiciliated epithelial cell,Mucous secretory cell,CL:1000271,0.7141,CL:1100001,0.6869,0.4912,cytescore,lung multiciliated epithelial cellMucous secretory cell,SRX9276293,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX9276293_cyteonto.csv
run-8a6def93-0dba-4359-8129-16a5255b5297,algo1,1807,respiratory tract goblet cell,Airway basal cell,CL:0019003,0.7128,CL:0002633,0.7041,0.3973,cytescore,respiratory tract goblet cellAirway basal cell,SRX9276293,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX9276293_cyteonto.csv
run-8a6def93-0dba-4359-8129-16a5255b5297,algo1,1870,club cell,Airway basal cell,CL:0002651,0.6398,CL:0002633,0.7041,0.0613,cytescore,club cellAirway basal cell,SRX9276293,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX9276293_cyteonto.csv
run-8a6def93-0dba-4359-8129-16a5255b5297,algo1,1893,macrophage,Alveolar type II cells with lamellar body stress,CL:0009048,0.6252,CL:0002063,0.7103,0.0647,cytescore,macrophageAlveolar type II cells with lamellar body stress,SRX9276293,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX9276293_cyteonto.csv
run-8a6def93-0dba-4359-8129-16a5255b5297,algo1,2090,respiratory tract goblet cell,Airway multiciliated cells,CL:0019003,0.7128,CL:0002145,0.7306,0.6575,cytescore,respiratory tract goblet cellAirway multiciliated cells,SRX9276293,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX9276293_cyteonto.csv
run-8a6def93-0dba-4359-8129-16a5255b5297,algo1,2619,"CD4-positive, alpha-beta T cell",Alveolar macrophage/monocyte transitional,CL:0000624,0.7178,CL:4033077,0.6847,0.0945,cytescore,"CD4-positive, alpha-beta T cellAlveolar macrophage/monocyte transitional",SRX9276293,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX9276293_cyteonto.csv
run-8a6def93-0dba-4359-8129-16a5255b5297,algo1,2810,capillary endothelial cell,Airway basal cell,CL:0002144,0.6626,CL:0002633,0.7041,0.0949,cytescore,capillary endothelial cellAirway basal cell,SRX9276293,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX9276293_cyteonto.csv
run-8a6def93-0dba-4359-8129-16a5255b5297,algo1,3131,club cell,Stressed multiciliated airway epithelial cell,CL:0002651,0.6398,CL:0005012,0.7313,0.0722,cytescore,club cellStressed multiciliated airway epithelial cell,SRX9276293,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX9276293_cyteonto.csv
run-8a6def93-0dba-4359-8129-16a5255b5297,algo1,4543,pulmonary alveolar type 2 cell,Alveolar macrophage/monocyte transitional,CL:0002063,0.7489,CL:4033077,0.6847,0.4424,cytescore,pulmonary alveolar type 2 cellAlveolar macrophage/monocyte transitional,SRX9276293,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX9276293_cyteonto.csv
run-8a6def93-0dba-4359-8129-16a5255b5297,algo1,4668,capillary endothelial cell,Venous endothelial cell,CL:0002144,0.6626,CL:0002543,0.7108,0.5727,cytescore,capillary endothelial cellVenous endothelial cell,SRX9276293,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX9276293_cyteonto.csv
run-8a6def93-0dba-4359-8129-16a5255b5297,algo1,5054,plasma cell,Venous endothelial cell,CL:0000946,0.6519,CL:0002543,0.7108,0.0846,cytescore,plasma cellVenous endothelial cell,SRX9276293,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX9276293_cyteonto.csv
run-1ea52231-1834-48d9-9491-0fa9a242b972,algo1,0,pulmonary alveolar type 2 cell,Immune-activated alveolar type II cells,CL:0002063,0.749,CL:0002063,0.6908,1.0,cytescore,pulmonary alveolar type 2 cellImmune-activated alveolar type II cells,SRX25038171,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX25038171_cyteonto.csv
run-1ea52231-1834-48d9-9491-0fa9a242b972,algo1,1,pulmonary alveolar type 2 cell,Basal-like alveolar type II cells,CL:0002063,0.749,CL:0002063,0.6589,1.0,cytescore,pulmonary alveolar type 2 cellBasal-like alveolar type II cells,SRX25038171,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX25038171_cyteonto.csv
run-1ea52231-1834-48d9-9491-0fa9a242b972,algo1,2,basal cell,Airway basal cell,CL:0000646,0.6474,CL:0002633,0.705,0.5253,cytescore,basal cellAirway basal cell,SRX25038171,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX25038171_cyteonto.csv
run-1ea52231-1834-48d9-9491-0fa9a242b972,algo1,3,respiratory tract goblet cell,SOX9+ lung progenitor cell,CL:0019003,0.7117,CL:0002330,0.668,0.3644,cytescore,respiratory tract goblet cellSOX9+ lung progenitor cell,SRX25038171,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX25038171_cyteonto.csv
run-1ea52231-1834-48d9-9491-0fa9a242b972,algo1,4,club cell,Immune-activated alveolar type II cells,CL:0002651,0.6401,CL:0002063,0.6908,0.065,cytescore,club cellImmune-activated alveolar type II cells,SRX25038171,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX25038171_cyteonto.csv
run-1ea52231-1834-48d9-9491-0fa9a242b972,algo1,8,basal cell,SOX9+ lung progenitor cell,CL:0000646,0.6474,CL:0002330,0.668,0.5031,cytescore,basal cellSOX9+ lung progenitor cell,SRX25038171,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX25038171_cyteonto.csv
run-1ea52231-1834-48d9-9491-0fa9a242b972,algo1,41,pulmonary alveolar type 2 cell,Proliferating alveolar type II cell,CL:0002063,0.749,CL:4033077,0.6851,0.4424,cytescore,pulmonary alveolar type 2 cellProliferating alveolar type II cell,SRX25038171,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX25038171_cyteonto.csv
run-1ea52231-1834-48d9-9491-0fa9a242b972,algo1,45,plasma cell,Squamous metaplastic AT2 cells,CL:0000946,0.6519,CL:0002063,0.6674,0.0907,cytescore,plasma cellSquamous metaplastic AT2 cells,SRX25038171,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX25038171_cyteonto.csv
run-1ea52231-1834-48d9-9491-0fa9a242b972,algo1,50,"CD4-positive, alpha-beta T cell",SOX9+ lung progenitor cell,CL:0000624,0.7173,CL:0002330,0.668,0.0669,cytescore,"CD4-positive, alpha-beta T cellSOX9+ lung progenitor cell",SRX25038171,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX25038171_cyteonto.csv
run-1ea52231-1834-48d9-9491-0fa9a242b972,algo1,63,B cell,SOX9+ lung progenitor cell,CL:0000944,0.6118,CL:0002330,0.668,0.1128,cytescore,B cellSOX9+ lung progenitor cell,SRX25038171,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX25038171_cyteonto.csv
run-1ea52231-1834-48d9-9491-0fa9a242b972,algo1,84,basal cell,Proliferating alveolar type II cell,CL:0000646,0.6474,CL:4033077,0.6851,0.1328,cytescore,basal cellProliferating alveolar type II cell,SRX25038171,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX25038171_cyteonto.csv
run-1ea52231-1834-48d9-9491-0fa9a242b972,algo1,86,macrophage,Quiescent alveolar type 2 cells,CL:0009048,0.6254,CL:0002063,0.6775,0.0647,cytescore,macrophageQuiescent alveolar type 2 cells,SRX25038171,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX25038171_cyteonto.csv
run-1ea52231-1834-48d9-9491-0fa9a242b972,algo1,87,"CD4-positive, alpha-beta T cell",Squamous metaplastic AT2 cells,CL:0000624,0.7173,CL:0002063,0.6674,0.0934,cytescore,"CD4-positive, alpha-beta T cellSquamous metaplastic AT2 cells",SRX25038171,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX25038171_cyteonto.csv
run-1ea52231-1834-48d9-9491-0fa9a242b972,algo1,88,B cell,Squamous metaplastic AT2 cells,CL:0000944,0.6118,CL:0002063,0.6674,0.1683,cytescore,B cellSquamous metaplastic AT2 cells,SRX25038171,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX25038171_cyteonto.csv
run-1ea52231-1834-48d9-9491-0fa9a242b972,algo1,96,basal cell,Squamous metaplastic AT2 cells,CL:0000646,0.6474,CL:0002063,0.6674,0.1096,cytescore,basal cellSquamous metaplastic AT2 cells,SRX25038171,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX25038171_cyteonto.csv
run-1ea52231-1834-48d9-9491-0fa9a242b972,algo1,137,"CD4-positive, alpha-beta T cell",Proliferating alveolar type II cell,CL:0000624,0.7173,CL:4033077,0.6851,0.0945,cytescore,"CD4-positive, alpha-beta T cellProliferating alveolar type II cell",SRX25038171,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX25038171_cyteonto.csv
run-1ea52231-1834-48d9-9491-0fa9a242b972,algo1,158,basal cell,Basal-like alveolar type II cells,CL:0000646,0.6474,CL:0002063,0.6589,0.1096,cytescore,basal cellBasal-like alveolar type II cells,SRX25038171,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX25038171_cyteonto.csv
run-1ea52231-1834-48d9-9491-0fa9a242b972,algo1,185,respiratory tract goblet cell,Basal-like alveolar type II cells,CL:0019003,0.7117,CL:0002063,0.6589,0.1816,cytescore,respiratory tract goblet cellBasal-like alveolar type II cells,SRX25038171,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX25038171_cyteonto.csv
run-1ea52231-1834-48d9-9491-0fa9a242b972,algo1,197,plasma cell,Proliferating alveolar type II cell,CL:0000946,0.6519,CL:4033077,0.6851,0.1053,cytescore,plasma cellProliferating alveolar type II cell,SRX25038171,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX25038171_cyteonto.csv
run-1ea52231-1834-48d9-9491-0fa9a242b972,algo1,205,"CD4-positive, alpha-beta T cell",Quiescent alveolar type 2 cells,CL:0000624,0.7173,CL:0002063,0.6775,0.0934,cytescore,"CD4-positive, alpha-beta T cellQuiescent alveolar type 2 cells",SRX25038171,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX25038171_cyteonto.csv
run-1ea52231-1834-48d9-9491-0fa9a242b972,algo1,220,pulmonary alveolar type 2 cell,Quiescent alveolar type 2 cells,CL:0002063,0.749,CL:0002063,0.6775,1.0,cytescore,pulmonary alveolar type 2 cellQuiescent alveolar type 2 cells,SRX25038171,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX25038171_cyteonto.csv
run-1ea52231-1834-48d9-9491-0fa9a242b972,algo1,239,club cell,Proliferating alveolar type II cell,CL:0002651,0.6401,CL:4033077,0.6851,0.0661,cytescore,club cellProliferating alveolar type II cell,SRX25038171,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX25038171_cyteonto.csv
run-1ea52231-1834-48d9-9491-0fa9a242b972,algo1,247,B cell,Quiescent alveolar type 2 cells,CL:0000944,0.6118,CL:0002063,0.6775,0.1683,cytescore,B cellQuiescent alveolar type 2 cells,SRX25038171,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX25038171_cyteonto.csv
run-1ea52231-1834-48d9-9491-0fa9a242b972,algo1,527,respiratory tract goblet cell,Proliferating alveolar type II cell,CL:0019003,0.7117,CL:4033077,0.6851,0.1641,cytescore,respiratory tract goblet cellProliferating alveolar type II cell,SRX25038171,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX25038171_cyteonto.csv
run-1ea52231-1834-48d9-9491-0fa9a242b972,algo1,621,basal cell,Immune-activated alveolar type II cells,CL:0000646,0.6474,CL:0002063,0.6908,0.1096,cytescore,basal cellImmune-activated alveolar type II cells,SRX25038171,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX25038171_cyteonto.csv
run-1ea52231-1834-48d9-9491-0fa9a242b972,algo1,627,macrophage,Squamous metaplastic AT2 cells,CL:0009048,0.6254,CL:0002063,0.6674,0.0647,cytescore,macrophageSquamous metaplastic AT2 cells,SRX25038171,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX25038171_cyteonto.csv
run-1ea52231-1834-48d9-9491-0fa9a242b972,algo1,834,macrophage,Immune-activated alveolar type II cells,CL:0009048,0.6254,CL:0002063,0.6908,0.0647,cytescore,macrophageImmune-activated alveolar type II cells,SRX25038171,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX25038171_cyteonto.csv
run-1ea52231-1834-48d9-9491-0fa9a242b972,algo1,862,B cell,Proliferating alveolar type II cell,CL:0000944,0.6118,CL:4033077,0.6851,0.0815,cytescore,B cellProliferating alveolar type II cell,SRX25038171,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX25038171_cyteonto.csv
run-1ea52231-1834-48d9-9491-0fa9a242b972,algo1,1237,B cell,Basal-like alveolar type II cells,CL:0000944,0.6118,CL:0002063,0.6589,0.1683,cytescore,B cellBasal-like alveolar type II cells,SRX25038171,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX25038171_cyteonto.csv
run-1ea52231-1834-48d9-9491-0fa9a242b972,algo1,1617,respiratory tract goblet cell,Quiescent alveolar type 2 cells,CL:0019003,0.7117,CL:0002063,0.6775,0.1816,cytescore,respiratory tract goblet cellQuiescent alveolar type 2 cells,SRX25038171,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX25038171_cyteonto.csv
run-1ea52231-1834-48d9-9491-0fa9a242b972,algo1,1830,"CD4-positive, alpha-beta T cell",Immune-activated alveolar type II cells,CL:0000624,0.7173,CL:0002063,0.6908,0.0934,cytescore,"CD4-positive, alpha-beta T cellImmune-activated alveolar type II cells",SRX25038171,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX25038171_cyteonto.csv
run-1ea52231-1834-48d9-9491-0fa9a242b972,algo1,1978,plasma cell,Quiescent alveolar type 2 cells,CL:0000946,0.6519,CL:0002063,0.6775,0.0907,cytescore,plasma cellQuiescent alveolar type 2 cells,SRX25038171,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX25038171_cyteonto.csv
run-1ea52231-1834-48d9-9491-0fa9a242b972,algo1,2017,respiratory tract goblet cell,Airway basal cell,CL:0019003,0.7117,CL:0002633,0.705,0.3973,cytescore,respiratory tract goblet cellAirway basal cell,SRX25038171,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX25038171_cyteonto.csv
run-1ea52231-1834-48d9-9491-0fa9a242b972,algo1,2053,basal cell,Quiescent alveolar type 2 cells,CL:0000646,0.6474,CL:0002063,0.6775,0.1096,cytescore,basal cellQuiescent alveolar type 2 cells,SRX25038171,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX25038171_cyteonto.csv
run-1ea52231-1834-48d9-9491-0fa9a242b972,algo1,2139,respiratory tract goblet cell,Immune-activated alveolar type II cells,CL:0019003,0.7117,CL:0002063,0.6908,0.1816,cytescore,respiratory tract goblet cellImmune-activated alveolar type II cells,SRX25038171,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX25038171_cyteonto.csv
run-1ea52231-1834-48d9-9491-0fa9a242b972,algo1,2196,plasma cell,Immune-activated alveolar type II cells,CL:0000946,0.6519,CL:0002063,0.6908,0.0907,cytescore,plasma cellImmune-activated alveolar type II cells,SRX25038171,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX25038171_cyteonto.csv
run-1ea52231-1834-48d9-9491-0fa9a242b972,algo1,3149,plasma cell,SOX9+ lung progenitor cell,CL:0000946,0.6519,CL:0002330,0.668,0.1148,cytescore,plasma cellSOX9+ lung progenitor cell,SRX25038171,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX25038171_cyteonto.csv
run-1ea52231-1834-48d9-9491-0fa9a242b972,algo1,3314,macrophage,SOX9+ lung progenitor cell,CL:0009048,0.6254,CL:0002330,0.668,0.0955,cytescore,macrophageSOX9+ lung progenitor cell,SRX25038171,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX25038171_cyteonto.csv
run-1ea52231-1834-48d9-9491-0fa9a242b972,algo1,3854,macrophage,Proliferating alveolar type II cell,CL:0009048,0.6254,CL:4033077,0.6851,0.2483,cytescore,macrophageProliferating alveolar type II cell,SRX25038171,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX25038171_cyteonto.csv
run-1ea52231-1834-48d9-9491-0fa9a242b972,algo1,4340,plasma cell,Airway basal cell,CL:0000946,0.6519,CL:0002633,0.705,0.0916,cytescore,plasma cellAirway basal cell,SRX25038171,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX25038171_cyteonto.csv
run-1ea52231-1834-48d9-9491-0fa9a242b972,algo1,4622,B cell,Airway basal cell,CL:0000944,0.6118,CL:0002633,0.705,0.0805,cytescore,B cellAirway basal cell,SRX25038171,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX25038171_cyteonto.csv
run-1ea52231-1834-48d9-9491-0fa9a242b972,algo1,5270,pulmonary alveolar type 2 cell,SOX9+ lung progenitor cell,CL:0002063,0.749,CL:0002330,0.668,0.3282,cytescore,pulmonary alveolar type 2 cellSOX9+ lung progenitor cell,SRX25038171,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX25038171_cyteonto.csv
run-1ea52231-1834-48d9-9491-0fa9a242b972,algo1,5310,club cell,SOX9+ lung progenitor cell,CL:0002651,0.6401,CL:0002330,0.668,0.0761,cytescore,club cellSOX9+ lung progenitor cell,SRX25038171,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX25038171_cyteonto.csv
run-6508bda2-93ab-45dd-810a-18cc79429428,algo1,0,macrophage,Complement-expressing interstitial macrophage,CL:0009048,0.6252,CL:1000697,0.6047,0.2681,cytescore,macrophageComplement-expressing interstitial macrophage,SRX9276294,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX9276294_cyteonto.csv
run-6508bda2-93ab-45dd-810a-18cc79429428,algo1,1,macrophage,Tissue-remodeling monocyte-derived macrophage,CL:0009048,0.6252,CL:0000864,0.6438,0.4482,cytescore,macrophageTissue-remodeling monocyte-derived macrophage,SRX9276294,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX9276294_cyteonto.csv
run-6508bda2-93ab-45dd-810a-18cc79429428,algo1,2,"CD4-positive, alpha-beta T cell",CD4+ memory T cell,CL:0000624,0.7179,CL:0000897,0.6983,0.7525,cytescore,"CD4-positive, alpha-beta T cellCD4+ memory T cell",SRX9276294,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX9276294_cyteonto.csv
run-6508bda2-93ab-45dd-810a-18cc79429428,algo1,5,macrophage,SPP1+ TREM2+ disease-associated macrophage,CL:0009048,0.6252,CL:4047053,0.6714,0.2633,cytescore,macrophageSPP1+ TREM2+ disease-associated macrophage,SRX9276294,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX9276294_cyteonto.csv
run-6508bda2-93ab-45dd-810a-18cc79429428,algo1,6,macrophage,Venous endothelial cells,CL:0009048,0.6252,CL:0002543,0.7054,0.0745,cytescore,macrophageVenous endothelial cells,SRX9276294,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX9276294_cyteonto.csv
